36155653,FBIS3-6675,0.1
36155653,LA032289-0006,0.3
36155653,FT923-952,0.1
36155653,FR941230-0-00121,0.04
36155653,FT924-6324,0.19
36155653,LA102189-0167,0.7
36155653,LA061189-0049,0.1
35516328,LA102189-0167,0.7
35516328,FT924-6324,0.0
35516328,LA070489-0134,0.4
35516328,FT923-12454,0.0
35516328,LA110989-0197,0.0
35516328,FT944-87,0.0
35516328,LA021889-0051,0.0
35516328,FBIS3-6482,0.0
33675441,FT924-6324,0.0
33675441,FBIS3-59370,0.0
33675441,LA092290-0130,0.1
33675441,FT941-5894,0.0
33675441,LA060489-0160,0.03
33675441,LA102189-0167,1.0
33675441,LA012289-0095,0.03
19473705,FT921-4731,0.93
19473705,LA010289-0061,0.04
19473705,FT924-6324,0.03
19473705,LA012989-0073,0.09
19473705,LA102189-0167,0.9
19473705,LA062689-0078,0.8
19473705,LA072790-0142,0.1
14265126,LA102190-0073,0.06
14265126,FBIS3-33991,0.04
14265126,FT924-9142,0.6
14265126,FR941230-0-00123,0.05
14265126,LA102189-0167,1.0
14265126,LA110189-0133,0.05
14265126,FT924-6324,0.05
14265126,FT943-2636,0.86
32909484,FBIS4-22803,0.01
32909484,FT911-4184,0.75
32909484,LA102189-0167,0.99
32909484,FT924-6324,0.19
32909484,LA050290-0141,0.2
32909484,LA123189-0066,0.09
32909484,LA010190-0019,0.02
39036564,LA040989-0214,0.0
39036564,LA102189-0167,1.0
39036564,LA110589-0059,0.0
39036564,FT924-6324,0.0
39036564,FT923-1404,0.0
39036564,LA032890-0122,0.0
39036564,FBIS4-56568,0.0
39036564,FBIS4-52339,0.0
34723350,LA060689-0035,0.01
34723350,LA102189-0167,0.72
34723350,FT924-6324,0.04
34723350,FBIS4-11284,0.02
34723350,FT941-15243,0.45
34723350,FBIS4-56656,0.04
41399716,FT924-6324,0.0
41399716,LA061389-0122,0.0
41399716,FBIS3-77,0.0
41399716,LA091490-0151,0.8
41399716,FR941230-0-00119,0.0
41399716,LA020589-0188,0.0
41399716,LA102189-0167,0.8
41399716,LA012690-0047,0.0
20543325,FBIS3-22085,0.0
20543325,LA102189-0167,0.35
20543325,FT922-10117,0.04
20543325,FT924-6324,0.0
20543325,LA051289-0167,0.5
20543325,LA091890-0165,0.0
39740302,LA102189-0167,1.0
39740302,LA092590-0121,0.0
39740302,FT944-6970,0.0
39740302,LA071689-0004,0.0
39740302,FR940207-2-00175,0.0
39740302,FT924-6324,0.1
39740302,FBIS4-44474,0.0
39740302,FT943-10487,0.0
41728806,FT924-6324,0.0
41728806,FR941116-0-00062,0.0
41728806,FBIS4-45847,0.0
41728806,LA113090-0142,1.0
41728806,FT944-14419,0.0
41728806,LA102189-0167,1.0
41728806,LA050489-0034,0.0
41728806,LA030589-0081,0.7
37766446,FBIS3-41666,0.15
37766446,FT944-2707,0.25
37766446,FT944-8434,0.85
37766446,LA060989-0037,0.5
37766446,FT924-6324,0.4
37766446,LA102189-0167,1.0
37766446,LA120690-0045,0.7
42946184,LA080389-0030,0.0
42946184,LA102189-0167,1.0
42946184,LA011190-0156,0.0
42946184,FT924-6324,0.0
42946184,FBIS3-4116,0.0
42946184,FT932-13263,0.0
42946184,LA101689-0075,0.0
42946184,LA102890-0220,1.0
11134538,FT924-6324,0.0
11134538,LA022490-0006,0.87
11134538,FT923-15374,0.5
11134538,LA102189-0167,0.9
11134538,LA010289-0060,0.04
11134538,LA120490-0091,0.88
33565158,LA060890-0107,0.92
33565158,FR940812-2-00056,0.0
33565158,FBIS4-20377,0.0
33565158,LA102189-0167,1.0
33565158,FBIS3-2269,0.0
33565158,FT924-6324,0.0
33565158,LA072889-0044,0.0
41666244,FBIS4-46649,0.0
41666244,FBIS3-26154,0.0
41666244,FBIS4-42563,0.02
41666244,LA102189-0167,0.97
41666244,FT924-6324,0.03
41666244,LA092889-0214,0.02
37862400,FT924-6324,0.0
37862400,LA102189-0167,1.0
37862400,FR941230-0-00122,0.0
37862400,FBIS4-30208,0.0
37862400,FT932-6090,0.0
25864227,FBIS4-46697,0.1
25864227,FT944-2266,0.12
25864227,LA102189-0167,0.88
25864227,FR941202-2-00139,0.3
25864227,FBIS4-67675,0.17
25864227,FT924-6324,0.19
25864227,LA112890-0102,0.23
25864227,FT934-8712,0.16
20292787,LA082490-0038,0.6
20292787,LA102189-0167,1.0
20292787,LA091789-0224,0.0
20292787,LA060890-0112,1.0
20292787,FT924-6324,0.0
20292787,FR940118-1-00026,0.0
20292787,FT921-485,0.0
20292787,LA070190-0066,0.18
29289135,FT924-6324,0.0
29289135,LA101289-0215,0.0
29289135,LA080989-0089,0.0
29289135,LA102189-0167,1.0
29289135,LA121089-0169,0.0
29289135,LA021989-0211,0.01
29289135,LA112489-0119,0.0
20961587,FBIS4-25085,0.09
20961587,FT924-6324,0.1
20961587,LA051889-0088,0.99
20961587,LA102189-0167,0.88
20961587,LA020689-0088,0.08
20961587,FBIS4-20472,0.08
20961587,LA100189-0175,0.1
20961587,LA030790-0139,0.1
42803511,LA103090-0124,0.8
42803511,FT924-6324,0.7
42803511,LA011890-0025,0.1
42803511,LA033090-0132,0.1
42803511,FBIS4-52357,0.0
42803511,LA102189-0167,0.8
42803511,LA113090-0012,0.7
32591740,FT924-6324,0.0
32591740,FT924-6279,0.25
32591740,LA120290-0197,0.5
32591740,FT923-15735,0.0
32591740,LA090990-0195,0.0
32591740,LA102189-0167,1.0
32591740,FT942-12981,0.0
43229623,LA120289-0127,0.0
43229623,FT924-6324,0.0
43229623,LA103089-0050,0.0
43229623,LA111090-0175,0.0
43229623,LA103190-0130,0.0
43229623,LA102189-0167,1.0
43229623,FT934-12949,0.0
43229623,FT932-13021,0.0
41804918,FBIS3-26358,0.0
41804918,LA041590-0068,0.0
41804918,FBIS3-55922,0.0
41804918,LA102189-0167,0.05
41804918,FT934-13675,0.0
41804918,FT924-6324,0.0
41804918,LA012190-0064,0.0
41804918,FR941230-0-00120,0.0
43088927,FT941-1082,0.2
43088927,FT941-10776,0.0
43088927,FT921-632,0.0
43088927,LA110289-0130,0.0
43088927,FT924-6324,0.0
43088927,LA102189-0167,0.8
43088927,FT932-17106,0.0
23228736,LA042190-0047,0.78
23228736,FT921-514,0.88
23228736,LA102189-0167,1.0
23228736,FT924-6324,0.0
23228736,FT934-16779,0.0
15004831,LA032490-0153,0.0
15004831,FT924-6324,0.04
15004831,FBIS3-2130,0.01
15004831,LA102189-0167,1.0
15004831,FBIS4-3936,0.0
15004831,FBIS3-23780,0.01
43065618,FT924-6324,0.0
43065618,LA091490-0057,0.85
43065618,FT942-15090,0.0
43065618,FBIS3-21892,0.5
43065618,FT924-5023,0.0
43065618,LA102189-0167,0.74
43065618,LA031989-0034,0.02
43065618,FBIS3-2735,0.0
35154350,FT942-463,0.02
35154350,FT924-6324,0.03
35154350,LA122289-0152,0.12
35154350,FT933-10930,0.0
35154350,FT924-10671,0.01
35154350,LA102189-0167,0.83
35154350,FT922-1999,0.0
40206149,LA110189-0084,0.3
40206149,FT924-6324,0.3
40206149,FBIS4-50044,0.21
40206149,LA072389-0042,0.3
40206149,FT932-3525,0.3
40206149,LA102189-0167,0.7
40206149,LA080690-0005,0.7
27226593,FBIS4-32979,0.0
27226593,FT944-48,0.0
27226593,FR940110-1-00055,0.0
27226593,FT924-6324,0.0
27226593,FT944-17849,0.08
27226593,FT932-11275,0.0
27226593,LA102189-0167,0.94
27226593,LA072589-0049,0.9
40953763,FT941-1081,0.0
40953763,LA120190-0060,0.96
40953763,LA102189-0167,1.0
40953763,LA080990-0204,0.1
40953763,FT924-6324,0.0
40953763,FBIS3-265,0.0
40953763,FT944-62,0.0
37936902,FT924-6324,0.5
37936902,LA100990-0120,0.6
